State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Georgia,Toombs,6/7/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Georgia,Toombs,6/7/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Florida,Hillsborough,5/27/2022,EA H5N1,Muscovy duck,Wild bird mortality FFWCC/SCWDS (10)
Virginia,King George,4/29/2022,EA H5N1,Bald eagle,Wild bird mortality VDWR/SCWDS (33)
Florida,St. Johns,4/29/2022,EA H5N1,Muscovy duck,Wild bird mortality FFWCC/SCWDS (10)
South Carolina,Charleston,5/20/2022,EA H5N1,Black vulture,Wild bird mortality SC DNR/SCWDS (26)
South Carolina,Charleston,5/20/2022,EA H5N1,Black vulture,Wild bird mortality SC DNR/SCWDS (26)
South Carolina,Charleston,5/20/2022,EA H5N1,Black vulture,Wild bird mortality SC DNR/SCWDS (26)
Georgia,Chatham,6/24/2022,EA H5N1,Black vulture,Wild bird mortality GDNR/SCWDS (12)
Kansas,Lyon,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality KDWP/SCWDS (14)
Kansas,Rawlins,4/8/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Montana,Ravalli,5/20/2022,EA/AM H5N1,Hawk (unidentified),"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Ravalli,5/20/2022,EA/AM H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/20/2022,EA/AM H5N1,Common raven,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/20/2022,EA/AM H5N1,Hawk (unidentified),"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,6/7/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Ravalli,6/16/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Ravalli,6/16/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Missoula,6/16/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Flathead,7/15/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality MT Fish, Wildlife and Parks"
Pennsylvania,Montgomery,7/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality PA Game Commission
Pennsylvania,Montgomery,7/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality PA Game Commission
Pennsylvania,Montgomery,7/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality PA Game Commission
Pennsylvania,Franklin,7/15/2022,EA/AM H5N1,Great horned owl,Wild bird mortality PA Game Commission
Pennsylvania,Erie,7/15/2022,EA/AM H5N1,Herring gull,Wild bird mortality PA Game Commission
Pennsylvania,Erie,7/15/2022,EA/AM H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,Crawford,7/15/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality PA Game Commission
Pennsylvania,Butler,7/15/2022,EA/AM H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,Columbia,7/15/2022,EA H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,Lancaster,7/15/2022,EA H5N1,Great horned owl,Wild bird mortality PA Game Commission
Pennsylvania,Dauphin,7/15/2022,EA H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,York,7/15/2022,EA H5N1,Bald eagle,Wild bird mortality PA Game Commission
Pennsylvania,Crawford,7/15/2022,EA/AM H5N1,Wood duck,Wild bird mortality PA Game Commission
Oregon,Benton,7/12/2022,EA/AM H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Benton,7/12/2022,EA/AM H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Benton,7/14/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality OR Dept of Fish and Wildlife
Alaska,Sitka,6/24/2022,EA H5,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/11/2022,EA H5N1,Common raven,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/11/2022,EA H5N1,Common raven,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/11/2022,EA H5N1,Common raven,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/11/2022,EA H5,Common raven,Wild bird mortality USFWS/ADFG
Alaska,Bethel,7/11/2022,EA/AM H5N1,Parasitic jaeger,Wild bird mortality USFWS/ADFG
Alaska,Bethel,7/11/2022,EA/AM H5N1,Arctic tern,Wild bird mortality USFWS/ADFG
Alaska,Bethel,7/11/2022,EA H5N1,Gull (unidentified),Wild bird mortality USFWS/ADFG
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Alachua,7/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Idaho,Ada,7/14/2022,EA H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,7/14/2022,EA H5N1,Canada goose,Wild bird mortality IDFG
Massachusetts,Essex,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Herring gull,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/25/2022,EA H5N1,Double-crested cormorant,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Herring gull,Wild bird mortality Tufts University
Maine,Washington,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Herring gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Gull (unidentified),Wild bird mortality Tufts University
Maine,Washington,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Double-crested cormorant,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Knox,7/25/2022,EA H5N1,Common tern,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Knox,7/25/2022,EA H5N1,Arctic tern,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Maine,Knox,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Herring gull,Wild bird mortality Tufts University
Maine,Hancock,7/25/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Bald eagle,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Double-crested cormorant,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Peregrine falcon,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Tufts University
Massachusetts,Suffolk,7/6/2022,EA H5N1,Peregrine falcon,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Maine,Hancock,7/6/2022,EA H5N1,Common tern,Wild bird mortality Tufts University
Maine,Hancock,7/6/2022,EA H5N1,Common tern,Wild bird mortality Tufts University
Maine,Hancock,7/6/2022,EA H5N1,Common tern,Wild bird mortality Tufts University
Maine,Hancock,7/6/2022,EA H5N1,Common tern,Wild bird mortality Tufts University
Massachusetts,Barnstable,7/6/2022,EA H5N1,Common eider,Wild bird mortality Tufts University
Massachusetts,Essex,7/6/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Barnstable,6/1/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Tufts University
Massachusetts,Essex,6/1/2022,EA H5N1,Snowy owl,Wild bird mortality Tufts University
Massachusetts,Essex,6/1/2022,EA H5N1,Snowy owl,Wild bird mortality Tufts University
Massachusetts,Barnstable,6/1/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,American crow,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,Great black-backed gull,Wild bird mortality Tufts University
Massachusetts,Suffolk,6/1/2022,EA H5N1,Snowy owl,Wild bird mortality Tufts University
Massachusetts,Plymouth,6/1/2022,EA H5N1,Great horned owl,Wild bird mortality Tufts University
Massachusetts,Barnstable,6/1/2022,EA H5N1,Snowy owl,Wild bird mortality Tufts University
Massachusetts,Plymouth,6/1/2022,EA H5N1,Great horned owl,Wild bird mortality Tufts University
Massachusetts,Barnstable,6/1/2022,EA H5N1,Northern gannet,Wild bird mortality Tufts University
Massachusetts,Nantucket,6/1/2022,EA H5N1,Osprey,Wild bird mortality Tufts University
Alaska,Nome,7/18/2022,EA H5N1,Glaucous gull,Wild bird mortality USFWS/ADFG
Alaska,Northwest Arctic,7/18/2022,EA/AM H5N1,Common raven,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/27/2022,EA/AM H5N1,Snowy owl,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/27/2022,EA H5N1,Common raven,Wild bird mortality USFWS/ADFG
Alaska,North Slope,7/27/2022,EA/AM H5,Common raven,Wild bird mortality USFWS/ADFG
Florida,Brevard,7/18/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/20/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/20/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/25/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,7/25/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Volusia,7/25/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,7/25/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Orange,7/25/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/1/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/1/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/1/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/1/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/1/2022,EA H5N1,Black vulture,Wild bird mortality
Maryland,Anne Arundel,5/24/2022,EA H5N1,Black vulture,Wild bird mortality MD Dept of Agriculture
North Dakota,Benson,6/15/2022,EA/AM H5N1,Hawk (unidentified),Wild bird mortality NDGF
New York,Dutchess,7/18/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Onondaga,7/19/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
New York,Oneida,7/22/2022,EA/AM H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Oneida,7/22/2022,EA H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Seneca,7/25/2022,EA H5N1,Eastern screech owl,Wild bird mortality NYSDEC (6)
New York,Jefferson,7/25/2022,EA/AM H5N1,Caspian tern,Wild bird mortality NYSDEC (6)
New York,Jefferson,7/25/2022,EA/AM H5N1,Herring gull,Wild bird mortality NYSDEC (6)
Oregon,Deschutes,7/20/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Deschutes,7/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Lane,7/21/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Lane,7/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Klamath,7/27/2022,EA/AM H5N1,Great horned owl,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Clackamas,7/28/2022,EA H5N1,Bald eagle,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Multnomah,7/28/2022,EA H5N1,Mallard,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Clackamas,7/28/2022,EA H5N1,Bald eagle,Wild bird mortality OR Dept of Fish and Wildlife
South Dakota,Kingsbury,5/6/2022,EA H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
Utah,Salt Lake,5/27/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Salt Lake,7/6/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Salt Lake,7/6/2022,EA/AM H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Salt Lake,7/6/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Salt Lake,7/6/2022,EA H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Utah,Weber,7/11/2022,EA/AM H5N1,Swainson's hawk,Wild bird mortality Utah DWR
Utah,Salt Lake,7/19/2022,EA/AM H5N1,Swainson's hawk,Wild bird mortality Utah DWR
Washington,Benton,5/25/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Island,7/7/2022,EA H5N1,Trumpeter swan,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Yakima,7/27/2022,EA/AM H5N1,Goose (unidentified),Wild bird mortality WA Dept of Fish and Wildlife
Wisconsin,Dane,4/15/2022,EA/AM H5N1,Bald eagle,Wild bird mortality WI DNR
California,Colusa,7/28/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
California,Colusa,8/1/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Florida,Brevard,8/3/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/3/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/3/2022,EA/AM H5N1,Black vulture,Wild bird mortality
New Hampshire,Rockingham,7/7/2022,EA H5N1,Ring-billed gull,Wild bird mortality NWDP
New Hampshire,Rockingham,7/7/2022,EA H5N1,Great black-backed gull,Wild bird mortality NWDP
New Hampshire,Rockingham,7/7/2022,EA H5N1,Common eider,Wild bird mortality NWDP
New Hampshire,Rockingham,7/7/2022,EA H5N1,Great black-backed gull,Wild bird mortality NWDP
New Hampshire,Grafton,7/7/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
California,Glenn,7/28/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
California,Glenn,7/28/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
California,Glenn,7/28/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
California,Sonoma,7/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,7/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,7/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,7/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,7/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Sacramento,7/29/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Solano,7/29/2022,EA H5N1,American white pelican,Wild bird mortality CDFW/CAHFS (34)
California,Solano,7/29/2022,EA H5N1,American white pelican,Wild bird mortality CDFW/CAHFS (34)
California,Solano,7/29/2022,EA/AM H5N1,Mute swan,Wild bird mortality CDFW/CAHFS (34)
North Dakota,Grand Forks,8/3/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
California,Siskiyou,8/5/2022,EA/AM H5N1,Canada goose,Wild bird mortality USFWS/USGS (2)
Alaska,North Slope,8/3/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,North Slope,8/3/2022,EA/AM H5N1,Parasitic jaeger,Wild bird mortality USFWS/ADFG
New Jersey,Salem,7/18/2022,EA H5N1,Black vulture,Wild bird mortality NJ DEP
Iowa,Clinton,7/14/2022,EA/AM H5N1,American white pelican,Wild bird mortality USFWS/USGS (2)
Iowa,Clinton,7/20/2022,EA/AM H5N1,American white pelican,Wild bird mortality USFWS/USGS (2)
Illinois,Carroll,7/14/2022,EA/AM H5N1,American white pelican,Wild bird mortality USFWS/USGS (2)
Illinois,Carroll,7/20/2022,EA H5N1,American white pelican,Wild bird mortality USFWS/USGS (2)
Massachusetts,Plymouth,7/29/2022,EA H5N1,Great black-backed gull,Wild bird mortality MDFW/USGS (5)
Minnesota,Marshall,7/29/2022,EA H5N1,American white pelican,Wild bird mortality USFWS/USGS (2)
Colorado,Montezuma,6/16/2022,EA/AM H5N1,Goose (unidentified),Wild bird mortality CO Parks & Wildlife
Colorado,Mesa,8/3/2022,EA/AM H5N1,Wood duck,Wild bird mortality CO Parks & Wildlife
Oregon,Harney,8/5/2022,EA/AM H5N1,American wigeon,Live bird OR Dept of Fish and Wildlife
California,Placer,8/5/2022,EA/AM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Butte,8/5/2022,EA H5N1,American white pelican,Wild bird mortality CDFW/CAHFS (34)
California,Sacramento,8/5/2022,EAAM H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Plumas,8/5/2022,EA/AM H5N1,American white pelican,Wild bird mortality CDFW/CAHFS (34)
Wisconsin,La Crosse,8/5/2022,EA H5N1,Mallard,Live bird NWDP
Alaska,Matanuska-Susitna,8/8/2022,EA/AM H5N1,Mallard,Live bird NWDP
New Jersey,Sussex,8/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Sussex,8/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Sussex,8/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Sussex,8/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Sussex,8/9/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Nevada,Douglas,8/3/2022,EA H5N1,Great horned owl,Wild bird mortality NV DOW
California,Sonoma,8/9/2022,EA H5N1,Turkey vulture,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,8/9/2022,EA H5N1,Turkey vulture,Wild bird mortality CDFW/CAHFS (34)
California,Sonoma,8/9/2022,EA H5N1,Turkey vulture,Wild bird mortality CDFW/CAHFS (34)
California,Mendocino,8/11/2022,EA H5N1,Wood duck,Wild bird mortality CDFW/CAHFS (34)
California,Santa Clara,8/11/2022,EA H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Stanislaus,8/11/2022,EA H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Stanislaus,8/11/2022,EA H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
California,Stanislaus,8/11/2022,EA H5N1,Muscovy duck,Wild bird mortality CDFW/CAHFS (34)
California,Sacramento,8/15/2022,EA H5N1,Canada goose,Wild bird mortality CDFW/CAHFS (34)
Alaska,Kenai Peninsula,8/5/2022,EA H5N1,Tree swallow,Wild bird mortality USFWS/ADFG
Alaska,North Slope,8/11/2022,EA H5N1,Glaucous gull,Wild bird mortality USFWS/ADFG
Florida,Orange,8/8/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/11/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Orange,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/11/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Brevard,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Mallard,Wild bird mortality
Florida,Brevard,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Seminole,8/15/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Florida,Orange,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Washington,Whitman,8/3/2022,EA H5N1,Turkey vulture,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Whitman,8/3/2022,EA H5N1,Turkey vulture,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Whitman,8/3/2022,EA H5N1,Turkey vulture,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,8/3/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Clallam,8/11/2022,EA H5N1,Bald eagle,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Jefferson,8/11/2022,EA H5N1,Bald eagle,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Kitsap,8/11/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Kitsap,8/11/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,8/11/2022,EA H5N1,Caspian tern,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,8/11/2022,EA H5N1,Caspian tern,Wild bird mortality WA Dept of Fish and Wildlife
Florida,Broward,7/29/2022,EA/AM H5N1,Crested caracara,Wild bird mortality USGS
Florida,Brevard,8/15/2022,EA H5N1,Black vulture,Wild bird mortality
Oregon,Multnomah,8/18/2022,EA H5N1,American white pelican,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Multnomah,8/18/2022,EA H5N1,American white pelican,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Washington,8/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Washington,8/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Multnomah,8/18/2022,EA H5N1,Red-tailed hawk,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Multnomah,8/18/2022,EA H5N1,Bald eagle,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Washington,8/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Washington,8/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Crook,8/18/2022,EA H5N1,American white pelican,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Crook,8/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Crook,8/18/2022,EA H5N1,Mallard,Wild bird mortality OR Dept of Fish and Wildlife
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
Michigan,Ingham,8/15/2022,EA H5N1,Mallard,Live bird NWDP
